Sample_number,Waterbody_name,Beach_name,Beach_access_num,Latitude,Longitude,Collection_date,Collection_time,MC-LR_conc,Total_cyano_cell_count,Microcystis_mcyE,Anabaena_mcyE,Planktothrix_mcyE,Sample_type,Water_description_additional,Turbidity,Color,Water_temp,Wind_direction,Rainfall_24h_bool,Rainfall_24h_mm,EOB,Year,Month,Day
M141418,Isle Lake,Gainford Beach,9602751.0,53.590493,-114.790092,2014-07-21,08:45:00,7.2,148714.0,103500.0,0.0,0.0,Composite,Cyanobacteria through water column,,,,,,,streaks on the surface,2014,7,21
M141416,Isle Lake,Gainford Beach,9602751.0,53.590493,-114.790092,2014-07-28,11:15:00,13.27,174433.0,36250.0,0.0,0.0,Composite,,,,,,,,scums on surface,2014,7,28
M141507,Isle Lake,Gainford Beach,9602751.0,53.590493,-114.790092,2014-08-07,10:10:00,7.69,244461.0,213750.0,0.0,0.0,Composite,Raining at time of collection,,,,,,,scums on surface,2014,8,7
M141508,Isle Lake,Gainford Beach,9602751.0,53.590493,-114.790092,2014-08-11,11:00:00,11.85,336135.0,2675000.0,0.0,0.0,Composite,,,,,,,,scums on surface,2014,8,11
M141449,Isle Lake,Gainford Beach,9602751.0,53.590493,-114.790092,2014-08-18,10:00:00,23.73,720652.0,231750.0,0.0,0.0,Composite,,,,,,,,scums on surface,2014,8,18
M141414,Isle Lake,Gainford Beach,9602751.0,53.590493,-114.790092,2014-08-25,10:45:00,4.62,407436.0,97750.0,0.0,0.0,Composite,Suspended throughout the water column,,,,,,,streaks on the surface,2014,8,25
M141442,Isle Lake,Kokomoko Day Use Area,9602376.0,53.598707,-114.760845,2014-05-26,11:15:00,0.094,20881.0,0.0,0.0,0.0,Composite,,,,,,,,,2014,5,26
M141408,Isle Lake,Kokomoko Day Use Area,9602376.0,53.598707,-114.760845,2014-06-02,10:40:00,0.183,56022.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,6,2
M141407,Isle Lake,Kokomoko Day Use Area,9602376.0,53.598707,-114.760845,2014-06-09,10:20:00,0.143,28699.0,312.5,0.0,0.0,Composite,,,,,,,,not apparent,2014,6,9
M141423,Isle Lake,Kokomoko Day Use Area,9602376.0,53.598707,-114.760845,2014-06-16,10:45:00,0.19,7843.0,90.25,0.0,0.0,Composite,"Clumps of green filaments below the water surface, some green suspended particles noted",,,,,,,streaks on the surface,2014,6,16
M141401,Isle Lake,Kokomoko Day Use Area,9602376.0,53.598707,-114.760845,2014-06-23,10:30:00,14.79,402776.0,19425000.0,0.0,0.0,Composite,Extremely dense scums throughout water column,,,,,,,scums on surface,2014,6,23
M141419,Isle Lake,Kokomoko Day Use Area,9602376.0,53.598707,-114.760845,2014-06-30,10:20:00,4.57,178508.0,4600.0,0.0,0.0,Composite,,,,,,,,scums on surface,2014,6,30
M141448,Isle Lake,Kokomoko Day Use Area,9602376.0,53.598707,-114.760845,2014-07-07,10:50:00,25.81,305577.0,525000.0,0.0,0.0,Composite,,,,,,,,scums on surface,2014,7,7
M141427,Isle Lake,Kokomoko Day Use Area,9602376.0,53.598707,-114.760845,2014-07-14,10:40:00,5,16297.0,51750.0,0.0,0.0,Composite,,,,,,,,streaks on the surface,2014,7,14
M141417,Isle Lake,Kokomoko Day Use Area,9602376.0,53.598707,-114.760845,2014-07-21,09:20:00,15.13,157881.0,11875000.0,0.0,0.0,Composite,,,,,,,,scums on surface,2014,7,21
M141415,Isle Lake,Kokomoko Day Use Area,9602376.0,53.598707,-114.760845,2014-07-28,11:55:00,28.58,361599.0,1772500.0,0.0,0.0,Composite,,,,,,,,scums on surface,2014,7,28
M141506,Isle Lake,Kokomoko Day Use Area,9602376.0,53.598707,-114.760845,2014-08-08,10:50:00,6.91,430354.0,66000.0,0.0,0.0,Composite,,,,,,,,streaks on the surface,2014,8,8
M141509,Isle Lake,Kokomoko Day Use Area,9602376.0,53.598707,-114.760845,2014-08-11,11:40:00,11.01,236822.0,590000.0,0.0,0.0,Composite,,,,,,,,streaks on the surface,2014,8,11
M141505,Isle Lake,Kokomoko Day Use Area,9602376.0,53.598707,-114.760845,2014-08-18,10:40:00,12.1,287751.0,6600000.0,0.0,0.0,Composite,Globs of green cyanobacteria on water,,,,,,,scums on surface,2014,8,18
M141450,Isle Lake,Kokomoko Day Use Area,9602376.0,53.598707,-114.760845,2014-08-25,11:25:00,42.1,760326.0,2500000.0,0.0,0.0,Composite,Blue paint-like scum on surface,,,,,,,streaks on the surface,2014,8,25
M141433,Jackfish Lake (Parkland County),Public Beach Area,9610366.0,53.484905,-114.229306,2014-05-26,,,0.0,,,,,,,,,,,,,2014,5,26
M141428,Jackfish Lake (Parkland County),Public Beach Area,9610366.0,53.484905,-114.229306,2014-06-02,12:05:00,0.07,0.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,6,2
M141477,Jackfish Lake (Parkland County),Public Beach Area,9610366.0,53.484905,-114.229306,2014-07-07,11:20:00,0.08,18131.0,0.0,0.0,0.0,Composite,"Clear shore, people fishing, two boats",,,,,,,not apparent,2014,7,7
M141951,Jackfish Lake (Parkland County),Public Beach Area,9610366.0,53.484905,-114.229306,2014-08-07,11:32:00,0.28,141660.0,90.75,0.0,0.0,Composite,,,,,,,,,2014,8,7
M141531,Jackfish Lake (Parkland County),Public Beach Area,9610366.0,53.484905,-114.229306,2014-08-25,11:42:00,0.51,120372.0,635.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,8,25
M141583,Kehiwin Lake,Elk Point Elks Wilderness Park Beach,9013527.0,54.024241,-110.911997,2014-08-19,12:00:00,1.02,256150.0,31750.0,233.0,0.0,Grab,"No surface streaks, dark green coloured water",,,,,,,streaks on the surface,2014,8,19
M141674,Lac La Biche,Blais Resort,,54.93253,-112.143674,2014-08-18,14:55:00,3.37,381.0,13075.0,56.25,0.0,Composite,,,,,,,,streaks on the surface,2014,8,18
M141642,Lac La Biche,McArthur Beach,9411695.0,54.775067,-111.972138,2014-06-11,13:15:00,0.053,0.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,6,11
M141643,Lac La Biche,McArthur Beach,9411695.0,54.775067,-111.972138,2014-07-11,11:00:00,0.07,0.0,1432.5,0.0,0.0,Composite,,,,,,,,not apparent,2014,7,11
M141679,Lac La Biche,Ulliac Beach,,54.83755,-112.18251,2014-08-07,11:50:00,0.29,19609.0,4925.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,8,7
M141960,Lac La Nonne,Camp Encounter,9380005.0,53.921145,-114.281768,2014-08-19,14:00:00,2.18,51693.0,852.5,0.0,0.0,Composite,,,,,,,,streaks on the surface,2014,8,19
M141483,Lac Ste. Anne,Lac Ste. Anne SV West Cove Boat Launch - Beach,8825312.0,53.702638,-114.493872,2014-07-24,12:45:00,22.87,960020.0,1317500.0,0.0,0.0,Composite,"Blue-green algae along shoreline, pea soup throughout water column",,,,,,,scums on surface,2014,7,24
M141273,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2014-06-04,14:30:00,0.05,0.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,6,4
M141278,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2014-06-19,,,0.0,,,,,,,,,,,,,2014,6,19
M141303,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2014-06-25,13:16:00,0.08,0.0,0.0,0.0,0.0,,,,,,,,,not apparent,2014,6,25
M141300,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2014-07-02,09:57:00,0.08,0.0,0.0,0.0,0.0,Grab,,,,,,,,not apparent,2014,7,2
M141264,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2014-08-06,18:15:00,0.08,0.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,8,6
M141253,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2014-08-13,16:30:00,0.1,0.0,192.25,0.0,0.0,Composite,,,,,,,,not apparent,2014,8,13
M141258,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2014-08-20,16:00:00,0.07,0.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,8,20
M141250,Lake McGregor,Lake McGregor Country Estates Beach,8823909.0,50.342019,-112.837231,2014-08-27,15:30:00,0.11,52840.0,0.0,0.0,0.0,Composite,,,,,,,,,2014,8,27
M141972,Long Lake,Long Lake Provincial Park Main Beach,9401013.0,54.436185,-112.762474,2014-07-25,15:30:00,0.06,7824.0,30500.0,0.0,0.0,Composite,,,,,,,,scums on surface,2014,7,25
M141758,McLeod (Carson) Lake,Carson Pegasus Provincial Park - Day Use Area,9621131.0,54.293166,-115.654335,2014-06-02,14:20:00,<0.05,0.0,122.24999999999999,310.0,0.0,Composite,,,,,,,,not apparent,2014,6,2
M141755,McLeod (Carson) Lake,Carson Pegasus Provincial Park - Day Use Area,9621131.0,54.293166,-115.654335,2014-06-09,12:45:00,0.05,288006.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,6,9
M141750,McLeod (Carson) Lake,Carson Pegasus Provincial Park - Day Use Area,9621131.0,54.293166,-115.654335,2014-06-16,13:00:00,0.06,157372.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,6,16
M141748,McLeod (Carson) Lake,Carson Pegasus Provincial Park - Day Use Area,9621131.0,54.293166,-115.654335,2014-06-23,,0.07,0.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,6,23
M141744,McLeod (Carson) Lake,Carson Pegasus Provincial Park - Day Use Area,9621131.0,54.293166,-115.654335,2014-07-02,,0.06,33257.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,7,2
M141740,McLeod (Carson) Lake,Carson Pegasus Provincial Park - Day Use Area,9621131.0,54.293166,-115.654335,2014-07-07,12:10:00,0.05,0.0,3550.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,7,7
M141736,McLeod (Carson) Lake,Carson Pegasus Provincial Park - Day Use Area,9621131.0,54.293166,-115.654335,2014-07-15,12:05:00,0.09,38197.0,0.0,0.0,0.0,Composite,,,,,,,,,2014,7,15
M141733,McLeod (Carson) Lake,Carson Pegasus Provincial Park - Day Use Area,9621131.0,54.293166,-115.654335,2014-07-22,12:00:00,0.07,49656.0,103.49999999999999,0.0,0.0,Composite,,,,,,,,not apparent,2014,7,22
M141730,McLeod (Carson) Lake,Carson Pegasus Provincial Park - Day Use Area,9621131.0,54.293166,-115.654335,2014-07-28,12:10:00,0.08,63662.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,7,28
M141729,McLeod (Carson) Lake,Carson Pegasus Provincial Park - Day Use Area,9621131.0,54.293166,-115.654335,2014-08-05,12:30:00,0.1,26789.0,345.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,8,5
M141681,McLeod (Carson) Lake,Carson Pegasus Provincial Park - Day Use Area,9621131.0,54.293166,-115.654335,2014-08-11,,0.24,21135.0,509.99999999999994,0.0,0.0,Composite,,,,,,,,not apparent,2014,8,11
M141685,McLeod (Carson) Lake,Carson Pegasus Provincial Park - Day Use Area,9621131.0,54.293166,-115.654335,2014-08-19,14:10:00,0.23,40488.0,337.5,160.75,0.0,Composite,,,,,,,,not apparent,2014,8,19
M141688,McLeod (Carson) Lake,Carson Pegasus Provincial Park - Day Use Area,9621131.0,54.293166,-115.654335,2014-08-25,12:30:00,0.33,206875.0,635.0,69.0,0.0,Composite,,,,,,,,not apparent,2014,8,25
M141437,Mink Lake,Mink Lake Campground,9601225.0,53.51465,-114.225011,2014-05-26,,,0.0,,,,,,,,,,,,,2014,5,26
M141430,Mink Lake,Mink Lake Campground,9601225.0,53.51465,-114.225011,2014-06-02,12:43:00,0.096,0.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,6,2
M141479,Mink Lake,Mink Lake Campground,9601225.0,53.51465,-114.225011,2014-07-07,12:16:00,1.23,13522.0,330.0,0.0,0.0,Composite,Lost of kids swimming creating sand agitation,,,,,,,not apparent,2014,7,7
M141950,Mink Lake,Mink Lake Campground,9601225.0,53.51465,-114.225011,2014-08-07,12:12:00,1.34,6366.0,842.5000000000001,0.0,0.0,Composite,,,,,,,,,2014,8,7
M141499,Mink Lake,Mink Lake Campground,9601225.0,53.51465,-114.225011,2014-08-25,12:33:00,0.99,40744.0,216.75,0.0,0.0,Composite,,,,,,,,not apparent,2014,8,25
M141601,Moonshine Lake,Moonshine Lake Provincial Park,9320045.0,55.889726,-119.229366,2014-06-02,11:30:00,0.063,11765.0,0.0,0.0,0.0,Composite,,,,,,,,streaks on the surface,2014,6,2
M141616,Moonshine Lake,Moonshine Lake Provincial Park,9320045.0,55.889726,-119.229366,2014-06-17,10:30:00,0.08,79094.0,0.0,0.0,0.0,Composite,,,,,,,,scums on surface,2014,6,17
M141618,Moonshine Lake,Moonshine Lake Provincial Park,9320045.0,55.889726,-119.229366,2014-07-02,11:00:00,0.16,47110.0,0.0,0.0,0.0,Composite,Foaming on shore,,,,,,,streaks on the surface,2014,7,2
M141620,Moonshine Lake,Moonshine Lake Provincial Park,9320045.0,55.889726,-119.229366,2014-07-15,11:00:00,1.62,408709.0,0.0,0.0,0.0,Composite,Surface bloom on some parts of the lake,,,,,,,scums on surface,2014,7,15
M141624,Moonshine Lake,Moonshine Lake Provincial Park,9320045.0,55.889726,-119.229366,2014-07-29,10:30:00,2.88,42017.0,505.0,0.0,0.0,Composite,Few clumps of blue-green algae,,,,,,,streaks on the surface,2014,7,29
M141615,Moonshine Lake,Moonshine Lake Provincial Park,9320045.0,55.889726,-119.229366,2014-08-11,11:30:00,14.49,43291.0,17275.0,0.0,0.0,Composite,,,,,,,,scums on surface,2014,8,11
M141627,Moonshine Lake,Moonshine Lake Provincial Park,9320045.0,55.889726,-119.229366,2014-08-26,10:00:00,3.2,58144.0,385.0,0.0,0.0,Composite,,,,,,,,streaks on the surface,2014,8,26
M141572,Moose Lake,Franchere Bay Provincial Park,9622238.0,54.256741,-111.00385,2014-06-09,09:00:00,0.095,0.0,181.75,0.0,0.0,Composite,,,,,,,,not apparent,2014,6,9
M141574,Moose Lake,Franchere Bay Provincial Park,9622238.0,54.256741,-111.00385,2014-07-14,09:10:00,0.22,102573.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,7,14
M141580,Moose Lake,Franchere Bay Provincial Park,9622238.0,54.256741,-111.00385,2014-08-11,09:20:00,1.17,4026.0,1335.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,8,11
M141584,Moose Lake,Franchere Bay Provincial Park,9622238.0,54.256741,-111.00385,2014-09-08,10:35:00,2.65,185893.0,392.5,0.0,0.0,Composite,,,,,,,,not apparent,2014,9,8
M141571,Moose Lake,Moose Lake East (Vezeau),9622236.0,54.257543,-110.82804,2014-06-09,08:30:00,0.067,0.0,192.25,0.0,0.0,Composite,,,,,,,,not apparent,2014,6,9
M141575,Moose Lake,Moose Lake East (Vezeau),9622236.0,54.257543,-110.82804,2014-07-14,09:45:00,0.14,43188.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,7,14
M141579,Moose Lake,Moose Lake East (Vezeau),9622236.0,54.257543,-110.82804,2014-08-11,10:10:00,0.29,8760.0,223.0,2700.0,0.0,Composite,,,,,,,,not apparent,2014,8,11
M141582,Moose Lake,Moose Lake East (Vezeau),9622236.0,54.257543,-110.82804,2014-09-08,11:00:00,0.67,131653.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,9,8
M141578,Moose Lake,Pelican Narrows,,54.255298,-110.897625,2014-07-31,14:35:00,0.38,125186.0,,,,Grab,Bottom of lake not visible where algae build up has grouped together,,,,,,,not apparent,2014,7,31
M141581,Moose Lake,Pelican Narrows,,54.255298,-110.897625,2014-08-11,08:50:00,343.4,311994.0,79750000.0,11800.0,0.0,Grab,,,,,,,,streaks on the surface,2014,8,11
M141573,Muriel Lake,GPS for centre of lake provided,,54.147855,-110.661492,2014-06-13,08:00:00,3.67,294270.0,,,,Grab,,,,,,,,not apparent,2014,6,13
M141381,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2014-06-04,09:30:00,<0.05,1222.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,6,4
M141385,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2014-06-11,09:30:00,<0.05,8251.0,0.0,0.0,0.0,Composite,,,,,,,,,2014,6,11
M141379,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2014-06-18,10:30:00,0.07,4431.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,6,18
M141375,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2014-06-25,10:45:00,0.06,0.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,6,25
M141370,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2014-07-02,10:30:00,0.05,1783.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,7,2
M141361,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2014-07-09,08:30:00,0.05,6977.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,7,9
M141365,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2014-07-16,07:55:00,0.08,31576.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,7,16
M141368,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2014-07-16,19:45:00,0.07,37790.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,7,16
M141398,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2014-07-23,10:10:00,<0.05,27502.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,7,23
M141393,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2014-07-30,09:30:00,0.06,4787.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,7,30
M141400,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2014-08-06,10:30:00,0.06,1273.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,8,6
M141344,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2014-08-13,11:00:00,0.08,0.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,8,13
M141357,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2014-08-20,11:30:00,0.06,0.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,8,20
M141340,Oasis Lake,Oasis Grove Golf Beach,8822605.0,50.91153,-113.414897,2014-08-27,11:30:00,0.06,0.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,8,27
M141052,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2014-06-02,11:10:00,0.104,0.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,6,2
M141064,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2014-06-09,11:30:00,0.08,764.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,6,9
M141062,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2014-06-16,11:50:00,0.11,0.0,337.5,0.0,0.0,Composite,,,,,,,,not apparent,2014,6,16
M141059,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2014-06-26,11:30:00,0.09,2903.0,0.0,0.0,0.0,Composite,,,,,,,,,2014,6,26
M141058,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2014-07-02,11:45:00,0.21,2037.0,0.0,0.0,0.0,Composite,Pollen present in large amounts,,,,,,,streaks on the surface,2014,7,2
M141056,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2014-07-09,11:30:00,0.31,7283.0,9100.0,0.0,0.0,Composite,Water has more suspended particles (sand),,,,,,,not apparent,2014,7,9
M141054,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2014-07-14,12:10:00,0.34,3820.0,5075.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,7,14
M141050,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2014-07-21,13:40:00,0.35,5704.0,13600.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,7,21
M141048,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2014-07-28,12:30:00,0.21,61574.0,21950.0,0.0,0.0,Composite,Lots of suspended particles,,,,,,,not apparent,2014,7,28
M141046,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2014-08-05,12:30:00,0.12,0.0,442.5,0.0,0.0,Composite,,,,,,,,not apparent,2014,8,5
M141012,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2014-08-11,11:30:00,0.12,14770.0,0.0,0.0,0.0,Composite,Water is murky,,,,,,,not apparent,2014,8,11
M141010,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2014-08-18,11:00:00,0.11,0.0,2825.0,0.0,0.0,Composite,Lake is murky with suspended particles,,,,,,,not apparent,2014,8,18
M141008,Park Lake,Park Lake Provincial Park,8803351.0,49.809264,-112.917785,2014-08-25,11:00:00,0.12,0.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,8,25
M141083,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2014-06-03,13:10:00,0.126,4329.0,0.0,0.0,0.0,Composite,Some waves and silt stirred up,,,,,,,not apparent,2014,6,3
M141089,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2014-06-10,12:55:00,0.16,9116.0,0.0,0.0,0.0,Composite,"Windy, wavy, silt stirred up",,,,,,,,2014,6,10
M141073,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2014-06-17,13:00:00,0.15,12275.0,0.0,0.0,0.0,Composite,At 60+ cm depth visibility gets cloudier,,,,,,,not apparent,2014,6,17
M141077,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2014-06-24,12:45:00,0.08,34632.0,0.0,0.0,0.0,Composite,"Strong waves, silt stirred up, waves 1' high, some white caps, water turbid",,,,,,,,2014,6,24
M141097,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2014-07-03,13:10:00,0.07,163483.0,229.25,0.0,0.0,Composite,"At 30 cm bottom is clearly visible, but not for much deeper, some poplar tree ""fuzz"" mixed with aquatic grasses accumulating at shore",,,,,,,not apparent,2014,7,3
M141543,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2014-07-08,13:10:00,0.06,495290.0,477.50000000000006,0.0,0.0,Composite,"Waves, silt stirred up, definite green colour to water",,,,,,,,2014,7,8
M141536,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2014-07-15,13:10:00,0.23,995671.0,0.0,0.0,0.0,Composite,Water visibility low due to algae <30 cm,,,,,,,,2014,7,15
M141879,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2014-07-22,14:30:00,0.07,338477.0,185.5,0.0,0.0,Composite,"Water looked muddy, winds churning up sediment",,,,,,,,2014,7,22
M141883,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2014-07-29,12:45:00,0.06,41609.0,70.75,0.0,0.0,Composite,,,,,,,,not apparent,2014,7,29
M141889,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2014-08-05,13:35:00,0.11,103901.0,1335.0,0.0,0.0,Composite,Murky green water,,,,,,,,2014,8,5
M141894,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2014-08-12,13:25:00,1.92,147697.0,1440.0,0.0,0.0,Composite,Bottom of lake is not visible at 30 cm depth,,,,,,,,2014,8,12
M141899,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2014-08-19,13:55:00,0.08,288647.0,23875.0,0.0,0.0,Composite,"Bottom of lake is not visible at 30 cm depth, blue-green algae though the water column, no scum or bloom",,,,,,,,2014,8,19
M141904,Pigeon Lake,Grandview Beach,9622296.0,52.99053,-114.056046,2014-08-26,,,82327.0,1482.5,0.0,0.0,,,,,,,,,,2014,8,26
M141085,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2014-06-03,11:25:00,0.076,0.0,0.0,0.0,0.0,Composite,Fairly clear water,,,,,,,not apparent,2014,6,3
M141091,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2014-06-10,11:45:00,0.15,36924.0,65.25,0.0,0.0,Composite,"Windy, white caps, silt stirred up",,,,,,,,2014,6,10
M141075,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2014-06-17,11:40:00,0.11,25160.0,0.0,0.0,0.0,Composite,,,,,,,,not apparent,2014,6,17
M141079,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2014-06-24,11:20:00,0.05,276995.0,254.99999999999997,0.0,0.0,Composite,Some small green algae filaments visible,,,,,,,not apparent,2014,6,24
M141099,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2014-07-03,11:55:00,0.07,508762.0,0.0,0.0,0.0,Composite,Some noticeable green to the water,,,,,,,not apparent,2014,7,3
M141545,Pigeon Lake,Ma-Me-O - 6th Street,9621608.0,52.974094,-113.964537,2014-07-08,12:01:00,0.06,377165.0,0.0,0.0,0.0,Composite,"Bottom of lake is just barely visible at 30 cm depth, water has distinct green appearance from algae",,,,,,,,2014,7,8
